,ID,innings,total_run,batters,bowlers,Venue
536,1136606,1,58,['RV Uthappa' 'JD Ryder'],['Z Khan' 'TM Dilshan' 'R Vinay Kumar' 'HV Patel' 'DL Vettori'],Maharashtra Cricket Association Stadium
537,1136606,2,42,['TM Dilshan' 'CH Gayle' 'MA Agarwal'],['AB Dinda' 'A Nehra' 'B Kumar' 'MN Samuels'],Maharashtra Cricket Association Stadium
538,1136605,1,45,['AC Gilchrist' 'PC Valthaty' 'SE Marsh' 'Mandeep Singh'],['B Lee' 'JH Kallis' 'SP Narine'],Arun Jaitley Stadium
539,1136605,2,53,['BB McCullum' 'G Gambhir' 'MS Bisla'],['P Kumar' 'AD Mascarenhas' 'Harmeet Singh' 'PP Chawla'],Arun Jaitley Stadium
540,1136604,1,33,['DJ Harris' 'S Dhawan' 'KC Sangakkara' 'CL White'],['AD Russell' 'IK Pathan' 'M Morkel' 'VR Aaron'],Holkar Cricket Stadium
541,1136604,2,64,['V Sehwag' 'DA Warner' 'NV Ojha'],['S Dhawan' 'TP Sudhindra' 'MS Gony' 'A Ashish Reddy'],Holkar Cricket Stadium
542,1136603,1,42,['F du Plessis' 'S Badrinath'],['M Kartik' 'A Nehra' 'B Kumar' 'MN Samuels'],Sawai Mansingh Stadium
543,1136603,2,53,['RV Uthappa' 'JD Ryder' 'SC Ganguly' 'MK Pandey'],['DE Bollinger' 'KMDN Kulasekara' 'R Ashwin'],Sawai Mansingh Stadium
544,1136602,1,41,['N Saini' 'PC Valthaty' 'SE Marsh' 'DJ Hussey'],['Z Khan' 'R Vinay Kumar' 'HV Patel'],Arun Jaitley Stadium
545,1136602,2,36,['MA Agarwal' 'CH Gayle' 'V Kohli' 'SS Tiwary' 'AB de Villiers'],['P Kumar' 'P Awana'],Arun Jaitley Stadium
546,1136601,1,41,['R Dravid' 'AM Rahane' 'OA Shah'],['KMDN Kulasekara' 'DE Bollinger' 'DJ Bravo' 'R Ashwin'],Eden Gardens
547,1136601,2,45,['S Badrinath' 'F du Plessis'],['AL Menaria' 'STR Binny' 'A Singh' 'KK Cooper' 'GB Hogg'],Eden Gardens
548,1136600,1,52,['RV Uthappa' 'JD Ryder' 'SC Ganguly'],['IK Pathan' 'S Nadeem' 'M Morkel' 'UT Yadav'],Sawai Mansingh Stadium
549,1136600,2,49,['DPMD Jayawardene' 'V Sehwag' 'KP Pietersen'],['AC Thomas' 'A Nehra' 'M Kartik' 'AD Mathews'],Sawai Mansingh Stadium
550,1136599,1,39,['JEC Franklin' 'SR Tendulkar'],['P Kumar' 'BA Bhatt' 'P Awana' 'Azhar Mahmood'],Rajiv Gandhi International Stadium
551,1136599,2,48,['N Saini' 'Mandeep Singh'],['MM Patel' 'RP Singh' 'PP Ojha' 'KA Pollard'],Rajiv Gandhi International Stadium
552,1136598,1,39,['KC Sangakkara' 'S Dhawan' 'PA Patel'],['YK Pathan' 'B Lee' 'SP Narine' 'L Balaji'],Holkar Cricket Stadium
553,1136598,2,42,['BB McCullum' 'G Gambhir' 'MS Bisla'],['DW Steyn' 'Ankit Sharma' 'V Pratap Singh'],Holkar Cricket Stadium
554,1136597,1,37,['V Kohli' 'TM Dilshan' 'MA Agarwal'],['A Chandila' 'Pankaj Singh' 'KK Cooper'],Wankhede Stadium
555,1136597,2,48,['R Dravid' 'AM Rahane'],['Z Khan' 'R Vinay Kumar' 'DL Vettori'],Wankhede Stadium
556,1136596,1,28,['JD Ryder' 'SC Ganguly' 'MK Pandey' 'RV Uthappa'],['IK Pathan' 'M Morkel' 'UT Yadav'],Rajiv Gandhi International Stadium
557,1136596,2,61,['DPMD Jayawardene' 'V Sehwag' 'KP Pietersen'],['AC Thomas' 'A Nehra' 'LJ Wright'],Rajiv Gandhi International Stadium
558,1136595,1,44,['N Saini' 'Mandeep Singh' 'SE Marsh'],['RJ Peterson' 'RP Singh' 'CJ McKay' 'MM Patel'],Maharashtra Cricket Association Stadium
559,1136595,2,40,['JEC Franklin' 'SR Tendulkar'],['P Kumar' 'BA Bhatt' 'P Awana'],Maharashtra Cricket Association Stadium
560,1136594,1,50,['PA Patel' 'S Dhawan' 'CL White'],['A Nehra' 'AC Thomas' 'MN Samuels' 'B Kumar'],Holkar Cricket Stadium
561,1136594,2,44,['MK Pandey' 'JD Ryder' 'SC Ganguly' 'RV Uthappa'],['Ankit Sharma' 'JP Duminy' 'MS Gony' 'J Theron'],Holkar Cricket Stadium
562,1136593,1,54,['DPMD Jayawardene' 'V Sehwag'],['SL Malinga' 'RP Singh' 'R Shukla'],Eden Gardens
563,1136593,2,49,['AC Blizzard' 'RG Sharma' 'SR Tendulkar' 'KD Karthik' 'AT Rayudu'],['IK Pathan' 'S Nadeem' 'M Morkel' 'UT Yadav'],Eden Gardens
564,1136592,1,43,['Mandeep Singh' 'SE Marsh'],['KMDN Kulasekara' 'JA Morkel' 'R Ashwin' 'SB Jakati'],Arun Jaitley Stadium
565,1136592,2,48,['F du Plessis' 'S Badrinath' 'SK Raina'],['P Kumar' 'BA Bhatt' 'Bipul Sharma' 'P Awana' 'Azhar Mahmood'],Arun Jaitley Stadium
566,1136591,1,46,['BB McCullum' 'G Gambhir'],['Z Khan' 'DL Vettori' 'KP Appanna' 'R Vinay Kumar'],M.Chinnaswamy Stadium
567,1136591,2,35,['TM Dilshan' 'CH Gayle' 'V Kohli' 'AB de Villiers' 'SS Tiwary'],['YK Pathan' 'B Lee' 'SP Narine' 'JH Kallis'],M.Chinnaswamy Stadium
568,1136590,1,42,['DPMD Jayawardene' 'V Sehwag' 'KP Pietersen' 'LRPL Taylor'],['AA Chavan' 'Pankaj Singh' 'A Singh' 'KK Cooper'],Maharashtra Cricket Association Stadium
569,1136590,2,40,['R Dravid' 'AM Rahane'],['IK Pathan' 'S Nadeem' 'M Morkel' 'UT Yadav'],Maharashtra Cricket Association Stadium
570,1136589,1,38,['PA Patel' 'S Dhawan' 'IR Jaggi'],['Harbhajan Singh' 'RP Singh' 'MM Patel' 'SL Malinga'],M.Chinnaswamy Stadium
571,1136589,2,31,['RE Levi' 'RG Sharma' 'SR Tendulkar' 'KD Karthik'],['DW Steyn' 'V Pratap Singh' 'DT Christian'],M.Chinnaswamy Stadium
572,1136588,1,43,['F du Plessis' 'MEK Hussey' 'SK Raina' 'DJ Bravo'],['Iqbal Abdulla' 'B Lee' 'YK Pathan' 'SP Narine'],Sawai Mansingh Stadium
573,1136588,2,37,['G Gambhir' 'BB McCullum' 'JH Kallis'],['SB Jakati' 'JA Morkel' 'R Ashwin'],Sawai Mansingh Stadium
574,1136587,1,33,['PA Patel' 'CL White' 'S Dhawan' 'KC Sangakkara'],['MN Samuels' 'WD Parnell' 'A Nehra' 'B Kumar'],Maharashtra Cricket Association Stadium
575,1136587,2,48,['MK Pandey' 'SC Ganguly' 'MJ Clarke'],['Ankit Sharma' 'JP Duminy' 'V Pratap Singh' 'DW Steyn'],Maharashtra Cricket Association Stadium
576,1136586,1,56,['R Dravid' 'AM Rahane'],['IK Pathan' 'UT Yadav' 'M Morkel' 'S Nadeem'],Arun Jaitley Stadium
577,1136586,2,61,['DPMD Jayawardene' 'KP Pietersen' 'V Sehwag'],['AA Chavan' 'Pankaj Singh' 'SR Watson' 'A Singh'],Arun Jaitley Stadium
578,1136585,1,33,['MA Agarwal' 'V Kohli' 'CH Gayle'],['P Kumar' 'RJ Harris' 'P Awana'],Rajiv Gandhi International Stadium
579,1136585,2,53,['Mandeep Singh' 'SE Marsh' 'N Saini'],['Z Khan' 'R Vinay Kumar' 'AB McDonald'],Rajiv Gandhi International Stadium
580,1136584,1,42,['JEC Franklin' 'SR Tendulkar'],['M Kartik' 'AB Dinda' 'WD Parnell' 'B Kumar' 'A Nehra'],M.Chinnaswamy Stadium
581,1136584,2,37,['RV Uthappa' 'JD Ryder' 'MJ Clarke'],['SL Malinga' 'MM Patel' 'Harbhajan Singh'],M.Chinnaswamy Stadium
582,1136583,1,56,['F du Plessis' 'M Vijay' 'SK Raina'],['Ankit Sharma' 'DW Steyn' 'V Pratap Singh' 'DT Christian'],Wankhede Stadium
583,1136583,2,47,['PA Patel' 'S Dhawan' 'CL White'],['BW Hilfenhaus' 'JA Morkel' 'DJ Bravo' 'R Ashwin'],Wankhede Stadium
584,1136582,1,68,['G Gambhir' 'BB McCullum'],['M Kartik' 'AB Dinda' 'B Kumar' 'WD Parnell'],Arun Jaitley Stadium
585,1136582,2,45,['RV Uthappa' 'MJ Clarke' 'MK Pandey' 'SPD Smith'],['Iqbal Abdulla' 'M de Lange'],Arun Jaitley Stadium
586,1136581,1,64,['R Dravid' 'AM Rahane' 'SR Watson'],['P Kumar' 'RJ Harris' 'P Awana'],Sawai Mansingh Stadium
587,1136581,2,33,['SE Marsh' 'Mandeep Singh' 'N Saini' 'DJ Hussey'],['AA Chavan' 'SR Watson' 'SW Tait' 'J Botha'],Sawai Mansingh Stadium
588,1136580,1,52,['M Vijay' 'F du Plessis'],['RJ Peterson' 'RP Singh' 'MM Patel' 'SL Malinga'],Rajiv Gandhi International Stadium
589,1136580,2,46,['JEC Franklin' 'SR Tendulkar' 'RG Sharma'],['BW Hilfenhaus' 'JA Morkel' 'R Ashwin'],Rajiv Gandhi International Stadium
590,1136579,1,46,['DJ Harris' 'S Dhawan'],['Z Khan' 'A Mithun' 'P Parameswaran'],M.Chinnaswamy Stadium
591,1136579,2,46,['TM Dilshan' 'CH Gayle'],['S Dhawan' 'DW Steyn' 'V Pratap Singh' 'Anand Rajan'],M.Chinnaswamy Stadium
592,1136578,1,50,['DA Warner' 'V Sehwag' 'DPMD Jayawardene' 'LRPL Taylor'],['B Lee' 'PJ Sangwan' 'JH Kallis' 'SP Narine'],Eden Gardens
593,1136578,2,60,['BB McCullum' 'G Gambhir'],['IK Pathan' 'S Nadeem' 'M Morkel' 'UT Yadav'],Eden Gardens
594,1136577,1,35,['SC Ganguly' 'MJ Clarke' 'RV Uthappa'],['AA Chavan' 'SW Tait' 'SR Watson' 'J Botha'],Maharashtra Cricket Association Stadium
595,1136577,2,49,['R Dravid' 'AM Rahane' 'SR Watson'],['WD Parnell' 'B Kumar' 'M Kartik' 'A Nehra'],Maharashtra Cricket Association Stadium
596,1136576,1,51,['Mandeep Singh' 'SE Marsh'],['AA Jhunjhunwala' 'V Pratap Singh' 'J Theron' 'S Dhawan'],Punjab Cricket Association IS Bindra Stadium
597,1136576,2,40,['DJ Harris' 'S Dhawan' 'PA Patel' 'CL White'],['RR Powar' 'P Kumar' 'PP Chawla' 'P Awana' 'Azhar Mahmood'],Punjab Cricket Association IS Bindra Stadium
598,1136575,1,25,['JEC Franklin' 'SR Tendulkar' 'RG Sharma' 'KD Karthik'],['Z Khan' 'R Vinay Kumar' 'HV Patel'],Sawai Mansingh Stadium
599,1136575,2,35,['TM Dilshan' 'CH Gayle'],['SL Malinga' 'RP Singh'],Sawai Mansingh Stadium
600,1136574,1,28,['R Dravid' 'AM Rahane' 'SR Watson' 'STR Binny'],['JA Morkel' 'BW Hilfenhaus'],Wankhede Stadium
601,1136574,2,36,['MEK Hussey' 'M Vijay' 'SK Raina'],['SR Watson' 'Pankaj Singh' 'SW Tait'],Wankhede Stadium
602,1136573,1,66,['CH Gayle' 'TM Dilshan'],['K Upadhyay' 'AC Thomas' 'B Kumar'],Eden Gardens
603,1136573,2,50,['MD Mishra' 'MK Pandey' 'MJ Clarke' 'RV Uthappa' 'AP Majumdar'],['Z Khan' 'R Vinay Kumar' 'HV Patel' 'KP Appanna'],Eden Gardens
604,1136572,1,49,['HH Gibbs' 'SR Tendulkar' 'RG Sharma'],['Shakib Al Hasan' 'B Lee' 'SP Narine'],Punjab Cricket Association IS Bindra Stadium
605,1136572,2,32,['MS Bisla' 'G Gambhir' 'JH Kallis' 'MK Tiwary'],['MM Patel' 'PP Ojha' 'SL Malinga'],Punjab Cricket Association IS Bindra Stadium
606,1136571,1,27,"['DA Warner' 'V Sehwag' 'NV Ojha' 'DPMD Jayawardene' 'Y Nagar'
 'Y Venugopal Rao']",['BW Hilfenhaus' 'JA Morkel'],M.Chinnaswamy Stadium
607,1136571,2,45,['MEK Hussey' 'M Vijay'],['M Morkel' 'UT Yadav' 'VR Aaron'],M.Chinnaswamy Stadium
608,1136570,1,45,['R Dravid' 'AM Rahane' 'SR Watson'],['M Kartik' 'A Nehra' 'B Kumar' 'R Sharma'],Eden Gardens
609,1136570,2,33,"['SC Ganguly' 'JD Ryder' 'RV Uthappa' 'AP Majumdar' 'CJ Ferguson'
 'SPD Smith']",['A Chandila' 'SR Watson' 'SW Tait'],Eden Gardens
610,1136569,1,47,['S Dhawan' 'PA Patel'],['P Kumar' 'DJ Hussey' 'RJ Harris' 'P Awana' 'Azhar Mahmood'],Wankhede Stadium
611,1136569,2,44,['N Saini' 'Mandeep Singh' 'SE Marsh' 'Azhar Mahmood'],['DW Steyn' 'TP Sudhindra' 'DT Christian' 'AA Jhunjhunwala'],Wankhede Stadium
612,1136568,1,40,['CH Gayle' 'TM Dilshan' 'V Kohli' 'SS Tiwary'],['MM Patel' 'RP Singh' 'SL Malinga'],M.Chinnaswamy Stadium
613,1136568,2,32,['HH Gibbs' 'SR Tendulkar' 'RG Sharma' 'KD Karthik' 'AT Rayudu'],['Z Khan' 'R Vinay Kumar' 'HV Patel'],M.Chinnaswamy Stadium
614,1136567,1,50,['G Gambhir' 'BB McCullum'],['SB Jakati' 'BW Hilfenhaus' 'R Ashwin'],Rajiv Gandhi International Stadium
615,1136567,2,51,['MEK Hussey' 'M Vijay'],['M de Lange' 'L Balaji' 'SP Narine' 'JH Kallis'],Rajiv Gandhi International Stadium
616,1136566,1,47,['Mandeep Singh' 'SE Marsh' 'N Saini' 'DJ Hussey'],['IK Pathan' 'Y Venugopal Rao' 'M Morkel' 'VR Aaron'],Sawai Mansingh Stadium
617,1136566,2,37,"['DA Warner' 'V Sehwag' 'Y Venugopal Rao' 'DPMD Jayawardene' 'LRPL Taylor'
 'NV Ojha']",['P Kumar' 'Azhar Mahmood' 'P Awana'],Sawai Mansingh Stadium
618,1136565,1,32,['G Gambhir' 'BB McCullum' 'JH Kallis' 'MK Tiwary'],['MM Patel' 'RP Singh' 'SL Malinga'],MA Chidambaram Stadium
619,1136565,2,26,['HH Gibbs' 'SR Tendulkar'],['L Balaji' 'Shakib Al Hasan' 'SP Narine' 'Iqbal Abdulla'],MA Chidambaram Stadium
620,1136564,1,25,['M Vijay' 'MEK Hussey' 'SK Raina' 'MS Dhoni'],['P Kumar' 'RJ Harris' 'Azhar Mahmood'],Rajiv Gandhi International Stadium
621,1136564,2,43,['AC Gilchrist' 'Mandeep Singh'],['BW Hilfenhaus' 'JA Morkel' 'R Ashwin'],Rajiv Gandhi International Stadium
622,1136563,1,42,['CH Gayle' 'TM Dilshan' 'V Kohli'],['IK Pathan' 'UT Yadav' 'VR Aaron' 'AD Russell'],Eden Gardens
623,1136563,2,51,['UBT Chand' 'DA Warner' 'Y Venugopal Rao' 'DPMD Jayawardene'],['TM Dilshan' 'Z Khan' 'R Vinay Kumar' 'HV Patel'],Eden Gardens
624,1136562,1,41,['R Dravid' 'AM Rahane' 'SR Watson'],['JP Duminy' 'DW Steyn' 'MS Gony' 'V Pratap Singh'],Punjab Cricket Association IS Bindra Stadium
625,1136562,2,58,['PA Reddy' 'S Dhawan'],['A Chandila' 'SR Watson' 'SW Tait' 'J Botha'],Punjab Cricket Association IS Bindra Stadium
626,1136561,1,20,"['AC Gilchrist' 'Mandeep Singh' 'PC Valthaty' 'DJ Hussey' 'SD Chitnis'
 'Azhar Mahmood']",['M Morkel' 'UT Yadav'],Wankhede Stadium
627,1136561,2,44,['UBT Chand' 'DA Warner'],['P Kumar' 'RJ Harris' 'P Awana'],Wankhede Stadium
628,1082650,1,27,['BB McCullum' 'G Gambhir' 'JH Kallis'],['A Nehra' 'AG Murtaza' 'WD Parnell' 'B Kumar'],"Rajiv Gandhi International Stadium, Uppal"
629,1082650,2,40,['RV Uthappa' 'JD Ryder' 'MJ Clarke'],['L Balaji' 'Shakib Al Hasan' 'Iqbal Abdulla' 'SP Narine'],"Rajiv Gandhi International Stadium, Uppal"
630,1082649,1,23,['S Dhawan' 'PA Reddy' 'KC Sangakkara' 'CL White' 'JP Duminy'],['Z Khan' 'R Vinay Kumar' 'P Parameswaran' 'M Muralitharan'],M Chinnaswamy Stadium
631,1082649,2,40,['CH Gayle' 'TM Dilshan' 'V Kohli' 'SS Tiwary'],['DW Steyn' 'MS Gony'],M Chinnaswamy Stadium
632,1082648,1,31,['R Dravid' 'AM Rahane' 'SR Watson' 'STR Binny'],['RP Singh' 'DS Kulkarni' 'SL Malinga'],M Chinnaswamy Stadium
633,1082648,2,44,['SR Tendulkar' 'DR Smith'],['A Chandila' 'SR Watson' 'SW Tait' 'GB Hogg'],M Chinnaswamy Stadium
634,1082647,1,48,['BB McCullum' 'G Gambhir'],['IK Pathan' 'UT Yadav' 'M Morkel' 'VR Aaron'],Wankhede Stadium
635,1082647,2,49,['DA Warner' 'V Sehwag' 'DPMD Jayawardene' 'NV Ojha'],['L Balaji' 'Shakib Al Hasan' 'JH Kallis' 'SP Narine'],Wankhede Stadium
636,1082646,1,30,['M Vijay' 'MEK Hussey' 'SK Raina' 'S Badrinath'],['Harbhajan Singh' 'DS Kulkarni' 'RP Singh' 'SL Malinga'],Feroz Shah Kotla
637,1082646,2,54,['SR Tendulkar' 'DR Smith' 'RG Sharma'],['SB Jakati' 'BW Hilfenhaus' 'R Ashwin'],Feroz Shah Kotla
638,1082645,1,52,['M Vijay' 'MEK Hussey'],['Sunny Gupta' 'UT Yadav' 'AD Russell' 'VR Aaron'],Maharashtra Cricket Association Stadium
639,1082645,2,46,['DPMD Jayawardene' 'DA Warner' 'V Sehwag' 'LRPL Taylor'],['BW Hilfenhaus' 'JA Morkel'],Maharashtra Cricket Association Stadium
640,1082644,1,54,['MEK Hussey' 'M Vijay'],['B Lee' 'Shakib Al Hasan' 'SP Narine'],Eden Gardens
641,1082644,2,56,['MS Bisla' 'G Gambhir' 'JH Kallis'],['BW Hilfenhaus' 'JA Morkel' 'R Ashwin'],Eden Gardens
642,1082643,1,45,['UBT Chand' 'DPMD Jayawardene' 'DA Warner' 'MC Juneja'],['B Lee' 'JH Kallis' 'L Balaji' 'SP Narine'],Green Park
643,1082643,2,46,['MS Bisla' 'G Gambhir' 'JH Kallis'],['IK Pathan' 'A Nehra' 'UT Yadav'],Green Park
644,1082642,1,31,['CH Gayle' 'TM Dilshan' 'V Kohli' 'MA Agarwal'],['MG Johnson' 'MM Patel' 'JJ Bumrah' 'JDP Oram'],Feroz Shah Kotla
645,1082642,2,38,['RT Ponting' 'SR Tendulkar'],['JD Unadkat' 'DT Christian' 'R Vinay Kumar' 'M Muralitharan'],Feroz Shah Kotla
646,1082641,1,38,['PA Reddy' 'PA Patel' 'KC Sangakkara'],['MN Samuels' 'B Kumar' 'AB Dinda'],Wankhede Stadium
647,1082641,2,27,['RV Uthappa' 'MK Pandey'],['DW Steyn' 'I Sharma' 'NLTC Perera'],Wankhede Stadium
648,1082640,1,45,['MDKJ Perera' 'AM Rahane' 'R Dravid'],['IK Pathan' 'A Nehra' 'UT Yadav' 'AD Russell'],Green Park
649,1082640,2,39,['DA Warner' 'UBT Chand' 'DPMD Jayawardene'],['S Badree' 'S Sreesanth'],Green Park
650,1082639,1,41,['RT Ponting' 'SR Tendulkar' 'KD Karthik' 'RG Sharma'],['DP Nannes' 'AS Rajpoot'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
651,1082639,2,36,['MEK Hussey' 'M Vijay' 'SK Raina' 'DJ Bravo'],['MG Johnson' 'MM Patel' 'Harbhajan Singh'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
652,1082638,1,24,['RV Uthappa' 'MK Pandey' 'TL Suman' 'MN Samuels'],['P Kumar' 'RJ Harris' 'Azhar Mahmood' 'P Awana'],"Rajiv Gandhi International Stadium, Uppal"
653,1082638,2,56,['AC Gilchrist' 'Mandeep Singh' 'M Vohra'],['B Kumar' 'AB Dinda' 'AD Mathews'],"Rajiv Gandhi International Stadium, Uppal"
654,1082637,1,40,['CH Gayle' 'TM Dilshan' 'V Kohli' 'KK Nair'],['DW Steyn' 'GH Vihari' 'I Sharma' 'Ankit Sharma'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
655,1082637,2,37,['PA Reddy' 'PA Patel' 'CL White' 'GH Vihari'],['JD Unadkat' 'MC Henriques' 'M Kartik'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
656,1082636,1,35,['SR Watson' 'AM Rahane' 'R Dravid'],['B Lee' 'Mohammed Shami' 'SP Narine'],M Chinnaswamy Stadium
657,1082636,2,40,['MS Bisla' 'G Gambhir' 'JH Kallis' 'MK Tiwary'],['S Sreesanth' 'SW Tait' 'R Shukla' 'KK Cooper'],M Chinnaswamy Stadium
658,1082635,1,38,['RT Ponting' 'SR Tendulkar' 'KD Karthik' 'RG Sharma'],['IK Pathan' 'A Nehra' 'M Morkel' 'UT Yadav'],Feroz Shah Kotla
659,1082635,2,46,['UBT Chand' 'DPMD Jayawardene' 'DA Warner' 'MC Juneja'],['Harbhajan Singh' 'SL Malinga' 'MG Johnson'],Feroz Shah Kotla
660,1082634,1,43,['Mandeep Singh' 'AC Gilchrist' 'M Vohra' 'DJ Hussey'],['DP Nannes' 'AS Rajpoot' 'CH Morris'],"Rajiv Gandhi International Stadium, Uppal"
661,1082634,2,38,['M Vijay' 'MEK Hussey'],['P Kumar' 'RJ Harris' 'Azhar Mahmood' 'P Awana'],"Rajiv Gandhi International Stadium, Uppal"
662,1082633,1,44,['MS Bisla' 'G Gambhir' 'JH Kallis'],['MC Henriques' 'RP Singh' 'JD Unadkat' 'M Muralitharan'],M Chinnaswamy Stadium
663,1082633,2,43,['CH Gayle' 'MA Agarwal' 'V Kohli'],['R McLaren' 'JH Kallis' 'SP Narine'],M Chinnaswamy Stadium
664,1082632,1,44,['MDKJ Perera' 'R Dravid' 'AM Rahane'],['B Kumar' 'AB Dinda' 'AD Mathews' 'R Sharma'],Feroz Shah Kotla
665,1082632,2,64,['RV Uthappa' 'AJ Finch' 'LRPL Taylor'],['Harmeet Singh' 'S Sreesanth' 'JP Faulkner' 'KK Cooper'],Feroz Shah Kotla
666,1082631,1,29,['DA Warner' 'DPMD Jayawardene' 'V Sehwag' 'J Botha' 'MC Juneja'],['DW Steyn' 'I Sharma' 'NLTC Perera' 'Anand Rajan'],Eden Gardens
667,1082631,2,38,['PA Reddy' 'PA Patel' 'KC Sangakkara'],['IK Pathan' 'S Kaul' 'M Morkel' 'UT Yadav'],Eden Gardens
668,1082630,1,48,['RT Ponting' 'SR Tendulkar'],['AJ Finch' 'B Kumar' 'AB Dinda' 'R Sharma' 'AD Mathews'],Feroz Shah Kotla
669,1082630,2,40,"['AJ Finch' 'LRPL Taylor' 'RV Uthappa' 'TL Suman' 'Yuvraj Singh'
 'AD Mathews']",['MG Johnson' 'PP Ojha' 'Harbhajan Singh' 'SL Malinga'],Feroz Shah Kotla
670,1082629,1,33,['CH Gayle' 'MA Agarwal' 'V Kohli'],['DP Nannes' 'CH Morris' 'MM Sharma'],Maharashtra Cricket Association Stadium
671,1082629,2,31,['MEK Hussey' 'M Vijay' 'SK Raina' 'S Badrinath'],['R Rampaul' 'RP Singh' 'R Vinay Kumar' 'DT Christian'],Maharashtra Cricket Association Stadium
672,1082628,1,48,['MS Bisla' 'G Gambhir'],['DW Steyn' 'GH Vihari' 'I Sharma' 'NLTC Perera'],Wankhede Stadium
673,1082628,2,39,['PA Patel' 'CL White'],['L Balaji' 'SMSM Senanayake' 'SP Narine'],Wankhede Stadium
674,1082627,1,34,['Mandeep Singh' 'AC Gilchrist' 'M Vohra' 'DJ Hussey' 'Gurkeerat Singh'],['A Chandila' 'S Sreesanth' 'KK Cooper'],"Rajiv Gandhi International Stadium, Uppal"
675,1082627,2,48,['SR Watson' 'AM Rahane' 'R Dravid'],['P Kumar' 'RJ Harris' 'P Awana'],"Rajiv Gandhi International Stadium, Uppal"
676,1082626,1,48,['RV Uthappa' 'AJ Finch'],['DP Nannes' 'RA Jadeja' 'R Ashwin'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
677,1082626,2,38,['S Anirudha' 'SK Raina' 'M Vijay' 'S Badrinath'],['B Kumar' 'AB Dinda' 'MR Marsh'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
678,1082625,1,35,['AC Gilchrist' 'Mandeep Singh' 'M Vohra'],['L Balaji' 'JH Kallis' 'SMSM Senanayake' 'SP Narine'],Saurashtra Cricket Association Stadium
679,1082625,2,45,['MS Bisla' 'JH Kallis' 'G Gambhir' 'EJG Morgan'],['P Kumar' 'Azhar Mahmood' 'MS Gony'],Saurashtra Cricket Association Stadium
680,1082624,1,43,['DA Warner' 'V Sehwag' 'MC Juneja'],['R Rampaul' 'RP Singh' 'JD Unadkat' 'R Vinay Kumar'],Maharashtra Cricket Association Stadium
681,1082624,2,48,['CH Gayle' 'KL Rahul' 'AB de Villiers' 'V Kohli'],['A Nehra' 'M Morkel' 'IK Pathan'],Maharashtra Cricket Association Stadium
682,1082623,1,25,['PA Patel' 'Q de Kock' 'CL White' 'GH Vihari' 'BB Samantray' 'KV Sharma'],['B Kumar' 'AB Dinda' 'AD Mathews'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
683,1082623,2,41,['RV Uthappa' 'AJ Finch' 'SPD Smith' 'TL Suman'],['I Sharma' 'DW Steyn' 'NLTC Perera'],"Punjab Cricket Association IS Bindra Stadium, Mohali"
684,1082622,1,58,['SR Watson' 'AM Rahane'],['MG Johnson' 'SL Malinga' 'R Dhawan' 'PP Ojha'],Eden Gardens
685,1082622,2,26,['SR Tendulkar' 'RT Ponting' 'KD Karthik' 'RG Sharma'],['A Chandila' 'AA Chavan' 'JP Faulkner'],Eden Gardens
686,1082621,1,39,['MEK Hussey' 'M Vijay' 'SK Raina'],['S Nadeem' 'IK Pathan' 'M Morkel' 'UT Yadav'],M Chinnaswamy Stadium
687,1082621,2,32,"['DA Warner' 'V Sehwag' 'MC Juneja' 'DPMD Jayawardene' 'KM Jadhav'
 'BMAJ Mendis']",['JA Morkel' 'MM Sharma' 'CH Morris'],M Chinnaswamy Stadium
688,1082620,1,36,['Mandeep Singh' 'AC Gilchrist' 'PC Valthaty'],['GH Vihari' 'DW Steyn' 'I Sharma' 'NLTC Perera'],Maharashtra Cricket Association Stadium
689,1082620,2,33,['Q de Kock' 'GH Vihari' 'PA Reddy'],['P Kumar' 'AD Mascarenhas' 'Azhar Mahmood'],Maharashtra Cricket Association Stadium
690,1082618,1,47,['G Gambhir' 'YK Pathan'],['JA Morkel' 'MM Sharma' 'CH Morris'],Wankhede Stadium
691,1082618,2,27,['MEK Hussey' 'R Ashwin' 'M Vijay'],['L Balaji' 'SMSM Senanayake' 'SP Narine'],Wankhede Stadium
692,1082617,1,31,['SR Watson' 'AM Rahane' 'R Dravid' 'STR Binny'],['R Rampaul' 'RP Singh' 'JD Unadkat'],Eden Gardens
693,1082617,2,48,['TM Dilshan' 'CH Gayle'],['A Chandila' 'S Sreesanth' 'SW Tait' 'JP Faulkner'],Eden Gardens
694,1082616,1,24,['DR Smith' 'SR Tendulkar' 'KD Karthik' 'RG Sharma'],['IK Pathan' 'S Nadeem' 'RE van der Merwe' 'UT Yadav'],Saurashtra Cricket Association Stadium
695,1082616,2,60,['DPMD Jayawardene' 'V Sehwag'],['SL Malinga' 'JJ Bumrah' 'MM Patel'],Saurashtra Cricket Association Stadium
696,1082615,1,48,['RV Uthappa' 'AJ Finch'],['P Kumar' 'Azhar Mahmood' 'P Awana'],Maharashtra Cricket Association Stadium
